"Gene"	"TCGA_TCGA-D9-A148"	"TCGA_TCGA-DA-A3F2"	"TCGA_TCGA-EE-A2GS"	"TCGA_TCGA-EE-A3JI"	"TCGA_TCGA-ER-A2NF"	"TCGA_TCGA-ER-A2NG"	"TCGA_TCGA-FR-A3YN"	"TCGA_TCGA-FR-A3YO"	"TCGA_TCGA-FR-A69P"	"TCGA_TCGA-FR-A7U9"	"TCGA_TCGA-FR-A8YD"	"TCGA_TCGA-GN-A4U4"	"TCGA_TCGA-GN-A4U9"	"TCGA_TCGA-GN-A8LK"	"TCGA_TCGA-GN-A8LN"	"TCGA_TCGA-QB-AA9O"	"TCGA_TCGA-WE-A8K5"	"TCGA_TCGA-WE-AAA0"	"TCGA_TCGA-WE-AAA4"
"ACP1"	1916.8435	800.2008	1619.8813	1236.6584	1545.5572	1523.0052	1878.3823	1565.4135	1233.5409	1581.3502	1263.4377	1475.4571	2235.8974	1808.0077	1047.7205	1759.7524	1495.7265	1476.3844	892.2652
"ACP2"	1217.8463	5723.8956	1545.6973	977.5561	925.4518	1851.1939	894.9665	2538.8471	708.1851	1512.3847	1634.3768	877.2417	670.6436	1197.781	642.5224	2342.8892	966.2005	1323.1649	3346.4088
"ACP5"	3625.6927	60462.8514	4710.9792	215.212	12995.1054	4568.4333	3283.3867	11230.5764	7320.7295	1619.2326	12641.4649	5429.0337	519.0999	4500.7236	4305.4964	8259.3805	4416.0839	1369.9627	18782.3204
"ACP6"	784.2407	238.9558	601.1869	200.9975	157.756	57.9499	477.4513	461.1529	791.8149	189.4123	263.4377	493.5805	289.6913	525.3256	553.4725	541.7683	418.0264	379.2356	359.6685
"ACPP"	1.1366	15.0602	31.454	0.4988	0.3765	9.3186	2.9095	11.5288	112.9893	9.7135	7.088	0.3523	26.3736	1.4472	99.7017	7.1599	1.554	0.6933	15.4696
"ACR"	9.3768	5.0201	0.8902	3.7406	11.2952	0	0.291	2.005	2.2242	0	14.7667	2.8184	0	1.4472	3.8347	1.5911	3.4965	0	0.5525
"ACRBP"	30.6877	310.241	24.3323	20.4489	19.9548	37.8567	16.5842	3.5088	14.6797	29.626	87.4188	21.1384	13.8148	1.4472	37.0686	10.3421	17.094	12.8261	93.3702
"ACRC"	12.7865	0	13.0564	34.6633	7.1536	2.9121	64.5912	1.0025	1.7794	36.4254	1.772	4.9323	48.9796	16.4014	23.0081	14.3199	39.627	44.0246	16.5746
"ACRV1"	1.7049	1.004	4.451	6.7332	0	0.8736	2.6186	2.005	9.7865	6.3137	0.5907	0	4.1863	2.412	2.1304	4.7733	6.216	3.1199	0.5525
"ACSBG1"	22.4475	6.0241	509.7923	10.7232	10.1657	17.1811	24.4399	243.609	17.7936	11.6561	10.632	9.8646	2.0931	11.5774	35.3643	113.7634	12.8205	42.638	302.2099
"ACSF2"	1451.6978	738.9558	1181.0089	215.9601	290.2861	996.7967	617.6898	644.6115	219.306	428.849	639.1022	393.1734	323.1816	659.4308	169.1521	144.7898	491.8415	889.8518	1048.0663
"ACSF3"	418.5459	1122.49	642.1365	243.3915	589.9849	1075.131	521.3849	901.2531	711.2989	501.2142	660.3662	553.4725	360.8582	579.836	469.5356	614.9587	457.6535	599.3587	1181.2155
"ACSL1"	1005.3057	1737.9518	661.7211	1670.5736	652.4849	1758.2994	1881.5828	1125.3133	1106.7616	1147.1588	460.1299	440.7347	454.6311	2108.5384	665.1044	1132.8605	1043.512	3513.996	1702.2099
"ACSL3"	19903.8026	648.5944	2568.8427	8453.8653	3661.8976	7110.9493	11081.1754	3407.0175	9812.7224	1819.8154	2014.176	7268.4227	1231.6065	3874.5779	1746.911	5531.446	3498.0575	3783.6901	4267.9558
"ACSL4"	983.7107	308.2329	1241.2463	1739.1521	1676.5813	1728.3052	1631.0736	271.6792	1340.3025	2195.7261	204.3709	928.326	601.5699	286.5412	1257.7759	947.4978	849.6503	1182.7715	325.9669
"ACSL5"	914.9475	1044.1767	207.4184	50.6234	150.2259	326.4415	101.2511	48.6216	147.242	579.4075	156.5269	106.0441	56.0963	11.095	591.3933	147.1764	168.6092	121.6743	570.7182
"ACSL6"	9.0926	4.0161	0.8902	0.4988	1.1295	0.8736	12.5109	0	0.8897	4.3711	1.1813	1.0569	4.6049	21.2253	2.1304	0.7955	1.1655	3.1199	0
"ACSM3"	2.8983	17.0683	20.819	11.7107	2.7184	17.9499	8.0215	5.5288	4.5285	54.9781	4.8376	0.7046	4.6552	0.9648	28.8326	4.1448	4.2929	44.6624	0.5525
"ACSM5"	4.2622	83.3333	6.5282	11.7207	1.506	10.1922	13.0928	7.0175	7.1174	5.8281	0.5907	4.58	0	0	3.4086	0.7955	9.324	2.0799	12.7072
"ACSS1"	578.2355	2692.7711	2526.7062	2722.6933	597.1386	657.251	2057.6084	2284.7118	593.4164	213.2103	1761.3703	2539.0685	2030.7692	1009.1655	672.3477	533.0172	1215.2292	452.3789	1139.779
"ACSS2"	1416.4638	1434.739	871.5134	3853.8653	876.8825	1202.9703	1036.078	1687.218	485.7651	354.0554	1023.036	1320.4425	1056.2009	1018.8133	894.3332	1509.9503	873.3489	484.6174	1925.4144
"ACSS3"	275.6208	49.1968	717.8042	2.2444	8.6596	13.3955	38.1146	0	294.484	21.3696	10.0413	2.8184	0.4186	0	70.7286	276.8507	7.77	464.165	6.0773
"ACTA2"	2245.3551	7154.2771	2326.4184	469.9476	773.6747	2086.9569	843.1365	8634.1604	2005.5605	2022.2972	3353.9693	1562.7831	3004.7933	2541.2542	1462.1133	775.2935	2454.0754	633.2334	5492.4586
"ACTB"	60602.4816	276129.5181	91857.5668	40543.6434	48803.8404	115753.9313	66875.7637	189482.2055	69427.9359	161095.6775	288440.0473	86014.0729	99261.5385	174516.1602	91181.0908	160182.817	161777.3893	71558.7139	311982.8729
"ACTG1"	100886.8882	140399.5984	88278.635	73424.6883	68463.8554	78975.5387	65394.5301	145853.6341	120406.5836	123388.5381	243567.0408	184546.9831	57130.7169	178440.4245	66784.8317	91790.3413	175729.9922	156062.7437	202601.105
"ACTG2"	136.6738	113.4538	144.5104	8.2294	7.9066	122.5976	24.149	406.015	176.6014	153.4726	700.5316	34.526	232.7577	334.7805	72.859	16.7065	121.9891	45.4112	581.768
"ACTL6A"	1047.075	282.1285	577.1513	779.3017	928.0873	1303.4362	885.0742	987.9699	1482.2064	1179.2132	1190.1949	1110.4682	1135.7405	916.0637	1378.7814	828.1656	1026.0295	986.2206	381.768
"ACTN1"	20342.5228	8324.2972	2965.8754	7271.5711	2316.2651	22041.3512	8671.8068	27379.9499	2486.21	9522.5838	4796.8104	7519.9691	2726.112	13831.645	4328.9305	6689.7641	7120.0466	20342.144	25744.7514
"ACTN2"	0.8524	4.0161	2.3739	0.4988	1.506	40.7688	6.4009	3.0075	2.669	1.457	6.4973	0	192.988	49.6864	61.781	0	10.4895	27.0387	0
"ACTN4"	15702.7273	11033.4839	20323.7359	11711.7531	10561.7846	45351.1998	12869.8429	25607.2832	9657.5267	17757.1637	15176.8872	15246.8405	5232.18	11208.4708	13856.0716	16575.6427	7230.4468	24958.2529	15484.2541
"ACTR10"	1129.193	463.8554	1163.2047	1303.4913	1090.738	1276.6453	1185.336	543.8596	1249.5552	877.1248	940.3426	1323.6132	1036.5254	983.5986	564.1244	1307.0855	1054.7786	1349.5104	641.989
"ACTR1A"	2754.5035	5840.3614	1800	1678.5536	2982.3042	2467.0938	2042.4789	4527.3183	1532.0285	4264.6916	5038.3934	2582.4021	2501.3082	4589.4838	2232.2113	4329.3728	2005.439	3847.1271	5275.6906
"ACTR1B"	1079.4676	1660.6426	1169.7329	1164.3392	1724.7741	1345.9522	1780.0407	1538.3459	942.6157	1517.7271	1994.0933	1391.2559	668.9691	747.7086	1458.0315	1396.9825	1665.8897	1389.0285	1220.9945
"ACTR2"	5047.5553	3144.5783	5505.3412	5980.798	4672.4398	6522.1316	6309.5723	2750.8772	6469.7509	5168.0427	2586.5328	5692.5585	5820.6175	2127.8341	5045.5901	3681.0011	4243.9782	6077.1297	4004.4199
"ACTR3"	2383.694	1967.8715	3709.7923	4186.5337	3867.4699	4431.2755	4018.039	1503.2581	3129.8932	5804.2739	1450.0886	3093.2457	3450.3401	3679.2089	2807.8398	5548.9481	3383.0614	5723.1996	3614.9171
"ACTR3B"	844.4795	38.1526	127.003	96.2594	402.1084	171.2289	190.5732	168.9223	183.274	117.5328	264.619	103.5779	1147.8807	94.0666	206.2207	186.1583	393.5509	230.5226	59.116
"ACTR3C"	61.3754	11.0442	23.1454	1.4963	62.5	3.4945	7.5647	1.5038	6.6726	7.7708	2.3627	2.1138	16.3265	0.9648	5.1129	7.1599	5.8275	3.4665	6.6298
"ACTR5"	364.5583	182.7309	238.2789	224.4389	197.6657	419.0448	346.8141	336.3409	298.9324	209.8106	282.339	194.4728	764.8352	439.4597	261.6106	324.5836	269.2308	267.9608	231.4917
"ACTR6"	287.5549	66.2651	362.6113	338.6534	365.5873	446.4182	474.5418	171.4286	490.6584	330.2574	145.8949	518.242	744.3223	488.6638	572.2199	445.5069	387.3349	388.5952	220.9945
"ACTR8"	795.3224	291.1647	722.2552	798.7531	452.9367	410.8911	560.9543	482.7068	704.1815	390.9665	470.1713	571.7925	391.8367	526.7728	706.8598	503.582	709.4017	475.6045	377.3481
"ACVR1"	792.7651	936.747	550.7418	1595.7606	387.8012	829.6447	870.5266	882.2055	993.7722	1147.6445	455.9953	514.7189	571.8472	491.5581	1224.968	804.2991	761.8493	781.6969	616.5746
"ACVR1B"	1050.7689	582.3293	702.3739	427.6808	614.0813	757.4257	679.3715	1044.6115	763.3452	282.6615	713.5263	1003.3672	570.1727	378.6782	672.7738	469.3734	549.728	411.4741	769.0608
"ACVR1C"	98.0301	0	86.6469	5.4863	13.9307	313.9196	31.1318	17.0426	26.6904	18.9412	36.6214	3.1708	3.7677	20.7429	1.2782	102.6257	12.0435	56.8507	13.8122
"ACVR2A"	138.6629	118.4739	199.1098	468.5786	198.0422	124.3448	254.2915	29.5739	360.3203	98.1059	94.5068	230.7604	756.4626	131.6932	458.8837	190.136	339.9378	174.3652	65.7459
"ACVR2B"	492.1395	56.2249	567.6558	974.0648	165.2861	208.5032	491.9988	531.8296	1504.0036	46.6246	394.5659	590.4647	1001.7792	393.6324	584.5761	373.1121	339.5493	413.554	124.8619
"ACVRL1"	264.5392	2725.9036	521.365	115.9601	217.6205	339.5457	103.2878	794.9875	407.0285	695.4832	484.938	158.1853	146.1015	218.0415	245.4197	238.6644	331.0023	243.6953	1131.4917
"ACYP1"	111.3849	14.0562	99.1098	116.9576	79.0663	159.8719	138.4929	80.7018	45.3737	327.3434	109.2735	273.3894	205.1282	167.3903	100.98	435.1648	221.8337	516.8559	121.547
"ACYP2"	44.0425	69.2771	118.6944	61.0973	95.256	43.972	69.2464	112.2807	26.2456	144.7305	46.6627	22.8999	47.7237	195.8514	99.2757	73.986	107.6146	97.7554	56.3536
"ADA"	257.1514	1701.8072	324.3323	261.0973	165.2861	368.6663	104.1606	799.4987	600.5338	269.0627	484.3473	180.0283	369.2308	402.3155	107.3711	346.0634	291.7638	158.7659	584.5304
"ADAL"	397.8033	41.1647	241.2463	445.1372	314.3825	241.4094	389.002	72.1805	410.5872	126.2749	86.2374	246.6141	252.4333	97.9257	254.7934	167.0651	344.9883	270.0407	94.4751
"ADAM10"	3272.2161	438.755	1768.546	2248.8778	3049.3223	2078.0431	1535.0596	611.5288	2813.6121	998.0573	944.4773	1706.5697	656.4103	1365.1712	1340.0085	489.2621	670.5517	1917.6705	760.7735
"ADAM11"	1925.3678	17.0683	21.365	44.1397	68.5241	45.7193	29.0951	76.6917	40.0356	2.914	73.2428	25.366	294.7148	135.5523	31.9557	15.1154	14.3745	18.7191	53.5912
"ADAM12"	365.1266	6837.3494	265.5786	30.6733	405.497	490.099	169.0428	342.3559	1167.7046	4835.357	2391.6125	454.1223	50.2355	238.7844	722.6246	155.9274	1379.5649	134.5004	480.663
"ADAM15"	3292.6887	4701.8072	5200.9703	1341.9426	1002.6355	5485.5708	2659.6974	11224.0602	1892.9226	3689.9951	6139.6574	2623.7523	2668.3412	4562.1322	2735.1086	1916.8095	5528.8306	1859.2287	11055.2983
"ADAM17"	394.9618	288.1526	490.5045	598.2544	295.9337	613.279	834.4486	287.218	795.8185	631.8601	222.6816	438.9731	897.5406	347.8051	903.2808	187.7494	476.69	743.2186	233.1492
"ADAM19"	173.0444	3071.2851	418.1009	29.6758	117.4699	1336.0513	160.3142	954.386	102.3132	4726.5663	192.5576	87.7242	453.3752	51.616	386.4508	219.5713	446.3869	452.0322	611.6022
"ADAM22"	48.873	4.0161	10.9792	125.9352	1.1295	25.9173	22.1123	11.0276	27.5801	2.914	32.4867	0.7046	224.8038	4.3415	14.9127	0.7955	7.3815	12.8261	0.5525
"ADAM23"	521.6906	25.1004	479.822	1.4963	445.7831	100.1747	672.3887	76.1905	95.1957	18.4556	310.6911	1.0569	401.4652	409.5514	1382.6161	323.7881	260.2953	719.9931	3.3149
"ADAM28"	38.0755	150.6024	9.1988	14.4638	41.0392	101.922	33.4594	0	16.4591	61.1948	4.1347	14.7968	33.4903	0.4824	35.3643	38.1863	41.958	46.4512	36.4641
"ADAM32"	2.8415	0	2.9674	1.7456	74.1717	0.5824	3.2005	0	1.3345	5.3424	0	0.3523	0.8373	2.412	0.4261	0	6.993	0.3467	1.105
"ADAM33"	1.1366	583.3333	3.2641	2.2444	1.8825	4.3681	4.3643	3.0075	56.4947	24.7693	3.544	9.5123	2.0931	2.8944	15.7648	7.1599	38.85	6.933	7.1823
"ADAM8"	264.255	2751.004	52.2255	41.3965	53.8404	489.2254	79.4297	256.1404	110.7651	4730.9373	429.4152	25.7183	147.3574	21.2253	128.6749	341.2901	105.2836	226.7094	1166.8508
"ADAM9"	744.4604	518.0723	744.2136	1444.6384	737.1988	1862.8422	1347.9779	500.2506	1359.4306	3397.2802	494.9793	423.1194	701.2036	321.2735	898.1679	238.6644	598.6791	708.9003	487.8453
"ADAMDEC1"	186.1151	105.4217	10.9792	5.4863	61.747	761.2114	127.1458	12.5313	8.452	133.56	30.124	9.8646	73.2601	0	18.3213	135.2432	17.4825	180.2583	282.3204
"ADAMTS1"	201.7431	252.008	321.365	425.187	378.3886	846.2434	1137.0381	628.5714	2463.5231	1135.017	194.3296	330.8152	335.7405	445.2484	2557.3072	109.7856	801.8648	494.3236	493.3702
"ADAMTS10"	14.7756	527.1084	316.9139	4.4888	32.756	9.3186	9.8923	55.6391	145.0178	100.5342	63.7921	17.263	858.6081	49.6864	23.8602	8.751	70.7071	37.7849	41.989
"ADAMTS12"	56.2607	346.3855	44.8071	9.2269	5.6476	56.7851	11.929	57.6441	91.637	220.4954	16.5387	10.9215	48.561	5.7887	7.2433	2.3866	27.972	6.5864	46.9613
"ADAMTS13"	23.0158	40.1606	8.0119	69.0773	187.8765	17.7635	66.046	21.5539	79.6263	37.3968	207.9149	237.4542	118.472	60.2991	203.2382	19.8887	286.3248	130.3406	23.2044
"ADAMTS14"	20.1743	622.49	22.2552	2.9925	3.7651	71.9278	4.9462	133.8346	51.1566	2203.9825	50.2067	12.3307	22.1873	49.2041	51.9813	37.3908	294.8718	25.9988	122.6519
"ADAMTS15"	9.9451	38.1526	33.2344	0.7481	7.1536	2.6209	1.4548	7.5188	83.1851	5.8281	20.6734	12.683	2.5118	3.3767	27.2689	0	6.216	1.04	23.7569
"ADAMTS16"	5.967	240.9639	82.1958	5.2369	0.753	10.4834	1.4548	17.0426	625.4448	218.067	480.8033	444.61	2.0931	0.9648	369.8338	26.2531	41.5695	7.973	32.0442
"ADAMTS17"	23.5841	119.4779	112.4629	18.7032	104.6687	75.4222	6.9828	4.01	27.1352	128.7033	51.3881	102.521	13.3961	519.5369	34.0861	15.1154	60.6061	19.4124	12.7072
"ADAMTS2"	188.9566	4119.4779	145.6973	26.1845	97.5151	260.629	23.858	320.802	398.1317	533.2686	49.0254	39.8106	26.7923	610.7091	23.4342	54.0973	205.5167	35.3583	554.1436
"ADAMTS3"	4.8305	2.008	288.4273	1.7456	4.8946	11.6482	11.929	3.0075	125	9.7135	10.0413	282.9016	402.3025	6.7535	28.5471	11.9332	285.1593	77.3031	0.5525
"ADAMTS4"	298.0683	761.0442	556.0831	76.3092	67.0181	381.1881	68.3736	1433.584	2213.5231	1169.0141	85.6468	120.4886	448.7703	263.8688	301.2356	96.2613	2453.38	264.4943	11276.7956
"ADAMTS5"	57.9656	123.494	110.089	10.7232	21.0843	41.9336	3.4914	47.619	305.605	121.9038	16.5387	70.4612	92.517	21.7077	47.7205	44.5507	31.4685	57.1973	17.6796
"ADAMTS6"	3.6939	14.0562	14.2433	53.3666	2.6355	18.346	11.929	0.5013	26.2456	688.1982	10.0413	24.3091	707.9016	2.412	2.5565	10.3421	32.634	16.6392	2.7624
"ADAMTS7"	311.4231	1501.004	453.7092	13.9651	67.0181	67.2685	49.4617	771.4286	1322.9537	554.1525	131.1282	65.8812	1459.7593	193.9219	416.7022	148.7675	187.2572	675.2752	265.7459
"ADAMTS9"	84.6753	125.502	292.2849	18.2045	70.0301	96.3891	39.5694	195.4887	296.2633	188.9267	36.0307	180.7329	1080.4814	77.6652	593.0976	38.1863	170.9402	109.5416	160.7735
"ADAMTSL1"	19.0377	240.9639	132.9377	12.9676	6.7771	51.8346	9.6014	79.198	117.4377	920.3497	34.8494	11.6261	14.2334	1.4472	201.9599	4.7733	77.7001	28.0787	122.0994
"ADAMTSL2"	47.4522	478.9157	65.5786	10.2244	24.4729	42.2248	12.22	111.2782	53.3808	259.3492	73.2428	60.9489	59.8639	46.3097	17.8952	11.1377	257.1873	52.6909	47.5138
"ADAMTSL3"	32.3926	54.2169	42.1365	51.6209	25.6024	6.6977	10.1833	12.0301	65.3915	5.8281	48.4347	18.6722	4.1863	11.5774	13.6344	0	11.2665	16.2926	7.7348
"ADAMTSL4"	39.4962	1287.1486	94.6588	36.9077	144.2018	319.4525	33.7504	234.0852	372.331	659.0578	419.9646	65.1766	123.4956	83.9363	221.9855	215.5935	68.7646	80.7696	387.8453
"ADAMTSL5"	27.5621	27.1084	5.3412	141.3965	79.8193	43.972	29.0951	302.7569	2.669	40.7965	148.2575	39.4583	1.2559	267.2455	38.7729	231.5045	56.3326	4.5065	131.4917
"ADAP1"	45.9662	1522.0884	105.4718	49.9776	129.3562	194.0478	40.7943	75.8246	54.2616	210.3594	462.7112	45.8244	30.9744	18.9773	107.7972	135.8001	217.5952	114.3877	1046.1989
"ADAP2"	113.3739	1909.6386	203.8576	216.7082	112.1988	313.3372	180.6808	157.8947	105.8719	380.7674	92.7348	46.5044	144.0084	28.4612	161.0567	154.3363	197.7467	77.9964	790.6077
"ADAR"	10025.2108	8175.7028	24260.5341	10936.6584	9402.8614	24504.0769	18494.0355	7090.2256	11343.4164	5039.8252	10284.111	8329.2158	9377.708	6932.465	4946.7405	2996.0342	8690.3652	7701.5339	13717.1271
"ADARB1"	143.2092	682.7309	437.6855	2499.7506	294.0512	535.2359	637.4745	432.5815	476.8683	321.5153	843.4731	969.1935	205.1282	1597.6845	1009.7997	257.7576	1627.4281	213.8834	596.6851
"ADAT1"	271.3587	73.2932	420.7715	192.02	553.4639	378.2761	359.034	142.8571	742.4377	90.3351	391.6125	494.9898	289.2726	63.1934	224.968	37.3908	212.1212	154.9528	228.7293
"ADAT2"	68.1948	27.1084	51.3353	177.8055	33.509	107.1637	157.4047	8.5213	188.1673	103.9339	22.4454	207.8605	231.9205	82.0068	268.4278	116.9456	310.0233	234.3357	28.1768
"ADAT3"	35.8023	160.6426	120.4748	85.7855	38.4036	53.2906	41.3151	73.183	94.306	100.0486	158.2989	152.9008	92.9356	287.9884	105.2407	163.0874	100.2331	101.5686	275.6906
"ADC"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ADCK1"	531.9198	406.6265	465.5786	117.4564	672.4398	152.3005	183.0084	443.609	596.5302	139.3881	1023.6267	492.5236	260.3872	284.1293	293.1402	435.9604	433.9549	239.8821	598.895
"ADCK2"	1428.3979	1470.8835	534.1246	597.2569	690.8886	892.2743	1250.2182	2949.8947	398.5765	751.8213	1604.2528	521.4127	1152.9294	1227.6893	781.8492	1416.0756	1552.8361	944.9692	1743.0939
"ADCK4"	583.0659	919.6787	1452.819	600	534.262	1350.6115	917.9517	1101.7544	502.2242	722.1952	1330.7738	912.8246	732.6007	1266.7631	714.5292	821.0057	736.5967	634.717	1638.674
"ADCK5"	163.3835	209.8394	198.2196	106.2344	254.5181	95.2242	89.3221	183.9599	104.9822	243.8077	412.8766	269.8663	160.7535	254.7033	193.0124	375.4987	318.1818	275.9338	217.6796
"ADCY1"	1741.81	332.3293	176.2611	41.8953	13.9307	744.9039	1095.4321	58.6466	3683.274	294.8033	542.8234	315.6661	987.9644	137.4819	55.8159	3515.5271	430.8469	1461.8251	572.9282
"ADCY2"	1317.5813	0	9.4955	0.2494	30.8735	576.2959	75.6474	44.6115	10.6762	0.9713	12.9947	2.1138	0	108.056	10.6519	229.1179	2.331	54.7708	66.2983
"ADCY3"	2850.2917	1991.9779	726.6647	1538.2743	791.8938	1445.562	1503.2354	2515.9098	791.597	742.0738	376.4442	681.1975	778.1601	734.3222	1529.7017	1056.9414	566.9231	1067.6384	1780.221
"ADCY4"	34.0974	346.3855	51.3353	12.7182	28.6145	27.6645	15.1295	103.2581	76.0676	131.1316	25.9894	32.7644	42.2815	35.6971	41.3294	15.911	48.951	42.638	144.1989
"ADCY5"	98.3142	12.0482	0.5935	1.2469	1.1295	0	0	0	6.6726	0.4857	8.2693	2.8184	5.0235	13.9894	0	0	1.9425	5.8931	1.6575
"ADCY6"	3010.8025	624.498	1183.9763	945.1372	2870.1054	1253.6401	1236.5435	1209.5238	1487.0996	581.8358	1267.5724	1414.8604	1369.7541	1097.4433	2470.3877	540.1772	1336.0528	2719.1264	1209.3923
"ADCY7"	206.2894	1575.3012	298.2196	171.3217	595.256	1290.9144	310.4452	370.4261	309.1637	1201.5542	187.2416	103.2256	476.3998	156.2952	374.9467	495.6265	551.2821	220.1231	780.663
"ADCY9"	2340.2198	844.3775	675.3709	1855.611	830.1958	474.3739	1032.5866	919.2982	403.9146	758.6207	995.2747	2389.6908	398.9534	1472.7448	817.6395	247.4155	383.4499	956.7554	1422.6519
"ADCYAP1R1"	1.7049	0	1.1869	0	1.1295	0	0	5.0125	0.4448	0	0.5907	0	23.8619	0	0	0	0	0.3467	0
"ADD1"	3946.4926	10001.004	6943.6202	4848.8778	2762.8012	3811.59	6596.4504	5292.7318	5396.7972	5004.3711	6096.2788	5670.7155	4614.5474	8012.5422	5500.213	4459.8427	5336.4413	4618.0778	8523.7569
"ADD2"	3.6939	16.0643	175.3709	2.7431	3.7651	4.3681	3.7824	4.01	17.7936	9.2278	10.0413	1.0569	729.6703	169.8022	2.1304	2.3866	10.101	7.6263	18.232
"ADD3"	1709.7016	569.2771	947.181	2381.5461	852.7861	632.7897	1117.8353	137.3434	2826.9573	419.6212	636.1488	2488.6888	1408.2679	783.4057	1293.1402	836.9166	1179.8757	1082.9361	169.0608
"ADH5"	1080.0359	946.7871	3099.1098	2624.1895	3364.0813	1658.1246	2524.2944	1472.1805	2973.7544	2374.4536	1749.557	3023.1368	3266.1434	842.2576	2775.032	958.6355	3742.8127	2444.9259	1874.0331
"ADHFE1"	44.3267	40.1606	69.4362	126.1845	103.9157	41.06	16.2933	76.6917	54.7153	24.7693	119.9055	230.408	13.3961	27.014	274.3928	140.812	94.0171	51.9976	35.9116
"ADI1"	1118.9638	1848.3936	2632.3442	1403.99	2798.1928	1739.371	1329.357	1830.5764	1124.1103	1115.5901	2913.1719	1359.5484	377.1847	1094.0666	1896.8896	1097.0608	2913.3644	1751.9716	1418.7845
"ADIPOR1"	4857.178	3691.7671	3154.8961	2654.3641	4392.6958	6963.3081	7259.8196	6184.4612	2750.4448	1506.5566	4932.6639	4029.6747	2822.3967	4986.0106	2937.7929	2657.1307	2504.2735	3475.5178	4629.8343
"ADIPOR2"	3153.7275	1267.0683	2561.7211	6643.8903	5100.9036	2363.7158	3563.8638	3025.0627	2148.1317	1529.8689	2968.6946	4039.5393	1560.2302	3573.0825	2720.0682	2256.1744	3427.7389	5507.583	2380.1105
"ADK"	162.5311	75.3012	82.4926	266.8329	145.7078	66.9773	101.542	42.1053	89.4128	548.3244	173.0656	269.514	271.6902	159.672	191.3081	310.2638	214.4522	259.2946	98.895
"ADM"	501.5163	371.4859	314.8368	49.3766	1767.6958	455.4455	123.3634	243.609	377.2242	1865.9543	217.9563	34.526	213.5008	2032.8027	363.0166	860.7831	93.6286	499.5234	260.221
"ADNP"	2508.7179	951.8072	2934.7181	3994.7631	2024.4729	2592.3122	2542.9153	865.6642	7098.7544	1160.272	2278.2044	2514.7594	7336.4731	1365.1712	3178.9519	1499.6082	2569.1531	1885.432	1220.442
"ADNP2"	397.235	226.9076	583.3828	837.9052	726.2801	1009.6098	519.0573	196.4912	608.5409	552.2098	223.863	493.9329	1146.2062	194.4042	328.0784	233.0956	557.4981	632.2905	260.221
"ADO"	870.3367	385.5422	472.7003	842.394	1045.9337	885.5562	721.2685	441.604	744.2171	621.661	801.5357	983.638	847.7237	676.3145	860.6732	871.9207	589.7436	857.2667	490.6077
"ADORA2B"	72.457	33.1325	38.8724	14.2145	21.8373	187.2452	60.5179	75.188	45.3737	239.9223	41.3467	29.946	27.6295	17.3661	41.3294	94.6702	12.0435	54.0775	67.9558
"ADORA3"	71.8887	1594.3775	85.1632	193.7656	116.3404	98.4275	215.8859	122.3058	40.4804	269.5483	56.1134	10.2169	35.1648	15.919	99.2757	75.5771	106.8376	52.3442	477.3481
"ADPGK"	875.1956	1339.488	914.9822	833.4863	1069.1378	1640.8911	698.9759	2074.6216	1228.5142	1221.9475	1555.5759	1054.0992	1199.3721	1356.4592	931.8279	1065.7322	1190.5361	979.7868	929.4917
"ADPRH"	616.0268	881.5261	634.4214	58.3541	476.6566	502.9121	766.657	297.7444	247.331	672.171	414.6486	220.1912	65.7248	40.521	500.213	527.4484	287.8788	466.2449	717.1271
"ADPRHL1"	173.6127	27.1084	8.0119	8.2294	67.7711	3.7857	9.3104	17.5439	87.6335	14.0845	31.896	73.6319	27.6295	1.9296	51.1291	46.1418	19.8135	4.8531	82.3204
"ADPRHL2"	733.6629	1199.7992	1223.4421	906.9825	704.4428	912.9295	1763.4565	2358.396	486.21	1677.999	1181.9256	790.2221	1147.8807	1958.0318	1561.994	968.1821	845.7653	1740.5321	1804.4199
"ADRA1B"	34.9499	28.1124	38.8724	2.4938	7.1536	1.7472	13.9657	6.5163	10.2313	841.185	2.9533	3.8754	13.3961	16.4014	5.9651	1.5911	36.1305	51.9976	10.4972
"ADRA1D"	1.4207	5.0201	6.5282	1.2469	1.1295	0.8736	0	4.5113	6.6726	10.1991	5.316	4.2277	115.5416	8.6831	0.4261	0.7955	2.331	1.04	6.6298
"ADRA2A"	196.0602	230.9237	52.819	6.4838	29.744	80.6639	28.2223	14.5363	508.452	118.9898	43.1187	19.0245	213.0822	15.4366	5.9651	167.8607	29.1375	196.5508	20.442
"ADRA2C"	29.8352	31.1245	197.9228	24.6883	25.2259	33.1974	2.9095	17.5439	56.9395	13.1132	1192.5576	207.8605	10.0471	652.1949	2.5565	54.0973	801.8648	6.2397	28.1768
"ADRB2"	11.3658	210.8434	9.1988	9.7257	76.0542	24.7525	31.4228	2.5063	44.0391	15.0559	125.2215	47.9136	6.2794	74.7709	8.5215	6.3644	74.5921	24.6122	40.884
"ADRBK1"	2350.7332	10041.1647	1529.6736	1815.4613	3417.5452	2425.7426	1559.2086	2782.4561	1042.2598	3233.1229	1844.6545	1644.2116	1425.0131	2035.6971	1874.7337	2488.4745	1625.4856	2120.461	4788.9503
